,서비스번호,서비스명,판매자,서비스가격,평점,대분류,판매수,value_nouns,소분류,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원
1500,4407.0,카카오톡 플러스친구 챗봇을 맞춤제작 해드립니다.,Flutter,5000.0,5.0,인공지능,5,"['주요 명사: 카카오톡', '플러스친구', '챗봇', '맞춤제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1502,4409.0,파워비아이 Power BI 대쉬보드/ 엑셀 모든 기능,BusinessAnalyst,40000.0,5.0,데이터,10,"['파워비아이', 'Power BI', '대쉬보드', '엑셀', '기능']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1505,4412.0,고객과 함께 고민하고 책임감있게 제작해 드립니다.,sicse,110000.0,5.0,프로그래밍,5,"[""'고객'"", ""'고민'"", ""'책임감'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1518,4426.0,PC 윈도우 프린터 장애 오류 해결해 드립니다.,개인방송스튜디오구성,10000.0,5.0,프로그래밍,17,"['PC', '윈도우', '프린터', '장애', '오류']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1520,4428.0,"Unity, android 기능 구현해 드립니다.",임효섭,50000.0,5.0,기타,2,"['Unity', 'android', '기능']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1523,4432.0,파워 포인트 pptx 파일을 자동으로 생성 해 드립니다.,야무진병아리5159,200000.0,5.0,기타,121,"['파워 포인트', 'pptx 파일']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1526,4436.0,프로그래밍에 대한 문제 해결을 해 드립니다.,shlee1990,5000.0,5.0,프로그래밍,40,"[""'프로그래밍'"", ""'문제'"", ""'해결'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1539,4451.0,디스코드 챗봇 만들어드립니다.,비중간계의상자,5000.0,5.0,인공지능,14,"[""'디스코드'"", ""'챗봇'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1550,4466.0,공간 제작 고인물이 제페토 월드맵 제작해 드립니다.,구글광고나야나나야나나야나나야나,200000.0,5.0,프로그래밍,55,"['주요 명사: 공간', '고인물', '제페토', '월드맵']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1552,4469.0,PDF파일변환 및 GIF 파일변환,무역전문가,5000.0,4.7,기타,265,"['PDF', '파일변환', 'GIF', '파일변환']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1559,4477.0,"PC , 원격으로 만족할때까지 서비스 해드립니다.",빵Love,7000.0,5.0,프로그래밍,8,"['주요 명사: PC', '서비스']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1563,4482.0,IPSecVPN/SSLVPN설정해 드립니다.,12년차데브옵스,50000.0,5.0,기타,16,"['주요 명사: IPSecVPN', 'SSLVPN', '설정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1565,4484.0,디스코드 봇을 맞춤 제작해드립니다.,Junah,50000.0,5.0,프로그래밍,16,"['디스코드', '봇', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1573,4492.0,SQL 짜드립니다.,햄복지수,6000.0,5.0,기타,21,"['문장에서 추출한 주요 명사는 ""SQL""입니다.']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1585,4504.0,Excel 함수 작업해 드립니다.,엑셀함수,10000.0,5.0,기타,11,"[""'Excel'"", ""'함수'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1586,4505.0,뚝딱뚝딱 빠르고 정확하게 제작해 드립니다.,웹제작소,1200000.0,5.0,프로그래밍,13,"[""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1588,4507.0,"C/C++, Python 프로그래밍, 작성/수정",전세영,100000.0,5.0,프로그래밍,2,"['주요 명사: C/C++', 'Python', '프로그래밍', '작성', '수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1597,4517.0,AWS 구축과 컨설팅 최선을 다해 지원해 드립니다.,AWS뉴페,100000.0,5.0,기타,8,"['AWS', '구축', '컨설팅', '지원']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1611,4534.0,노션과 oopy를 통해 린하게 mvp를 만들어 드립니다,그루위Growee,55000.0,5.0,기타,300,"['노션', 'oopy', 'mvp']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1612,4536.0,vimeo비메오 웹플레이어 제작해 드립니다.,태풍,600000.0,5.0,홈페이지,69,"[""'비메오'"", ""'웹플레이어'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1617,4541.0,쉘스크립트 Shell Script Perl Python 제작하여 드립니다.,oxyzn,1100000.0,5.0,프로그래밍,30,"['쉘스크립트', 'Shell Script', 'Perl', 'Python']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1618,4542.0,Grafana 그라파나 대시보드 구축 및 구성해 드립니다.,oxyzn,3300000.0,4.7,기타,1,"[""'그라파나'"", ""'대시보드'"", ""'구성'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1623,4547.0,"C, C++ 프로그래밍 해 드립니다.",프로그래밍고오수,10000.0,5.0,프로그래밍,12,"[""'C'"", ""'C++'"", ""'프로그래밍'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1627,4552.0,"회로 PCB 설계, 다층, 임피던스 등 설계해 드립니다",파파A,40000.0,5.0,프로그래밍,18,"['주요 명사: 회로', 'PCB', '설계', '다층', '임피던스']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1630,4555.0,온라인 이벤트 사이트를 제작해 드립니다.,ReactNext,250000.0,5.0,프로그래밍,7,"[""'온라인'"", ""'이벤트'"", ""'사이트'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1632,4557.0,웹 페이지 맞춤 제작해 드립니다.,soodev,35000.0,5.0,홈페이지,12,"[""'웹 페이지'"", ""'맞춤'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1638,4563.0,"방산장비 구조해석, 진동/충격해석 도와 드립니다.",나이스퍼처스,100000.0,5.0,기타,5,"[""'방산장비'"", ""'구조해석'"", ""'진동'"", ""'충격해석'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1643,4568.0,상상하시는 제품 만들어 드립니다.,인에빗,10000.0,5.0,기타,56,"[""'제품'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1652,4578.0,CAE CFD 구조해석 유동해석 도와 드립니다.,신씨남자,500000.0,4.0,프로그래밍,115,"['CAE', 'CFD', '구조해석', '유동해석']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1658,4586.0,캐드 PDF 변환해 드립니다,위드유1,5000.0,5.0,기타,39,"['주요 명사: 캐드', 'PDF', '변환']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1664,4595.0,"국내 최고의 전국 병원, 의원 DB를 드립니다.",RealEstateArtist,40000.0,5.0,기타,40,"['국내', '병원', '의원', 'DB']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1669,4600.0,"서비스 완성도를 위한 WEB, APP QA 테스트 해 드립니다.",코리윤,350000.0,5.0,기타,76,"['주요 명사: 서비스', '완성도', 'WEB', 'APP', 'QA', '테스트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1670,4601.0,Unity를 활용한 콘텐츠 제작해 드립니다.,HopeLD,1500000.0,5.0,프로그래밍,20,"[""'Unity'"", ""'콘텐츠'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1671,4604.0,내 것이란 생각으로 작업하여 드립니다.,이프로5959,10000.0,5.0,기타,6,"[""'생각'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1679,4612.0,단 1페이지로 당신의 비즈니스를 성공으로 이끌어 드립니다.,웹사이트전문스튜디오제크,150000.0,5.0,기타,22,"[""'비즈니스'"", ""'성공'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1689,4622.0,"JAVA, Jquery 버그, 기능수정 속시원하게 긁어 드립니다.",DevSoll,5000.0,5.0,기타,11,"['JAVA', 'Jquery', '버그', '기능수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1690,4623.0,스트리밍 통화 Webrtc 실시간통신 ffmpeg,라셀,1000000.0,5.0,기타,6,"['스트리밍', '통화', 'Webrtc', '실시간통신', 'ffmpeg']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1694,4627.0,"구글 GA 전환 ,트리거 이벤트,애널리스틱 설치해 드립니다.",martino,30000.0,5.0,기타,44,"['주요 명사: 구글', 'GA', '전환', '트리거', '이벤트', '애널리스틱']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1700,4633.0,HTML CSS JS 빠르고 정확하게 작업해 드립니다.,마루코,100000.0,5.0,홈페이지,14,"['주요 명사: HTML', 'CSS', 'JS', '작업']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1713,4646.0,"CAD도면 PDF변환, 낱개도면 분할해 드립니다.",그리워,5000.0,4.5,프로그래밍,124,"['주요 명사: CAD도면', 'PDF변환', '낱개도면', '분할']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1735,4676.0,오픈기념 할인이벤트ㅡ아무것도 모르셔도 상관없습니다,BACOㅡ웹컨텐츠전문가,800000.0,5.0,기타,24,"['주요 명사: 오픈기념', '할인이벤트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1750,4704.0,카톡 오픈채팅방 봇 제작해드립니다,콜라도둑춘배,50000.0,5.0,프로그래밍,32,"[""'카톡'"", ""'오픈채팅방'"", ""'봇'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1755,4709.0,Android Mobile Application 제작,싹다만들어줌,15000.0,5.0,모바일,26,"['주요 명사: Android', 'Mobile', 'Application', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1760,4719.0,노트북 구매 시 용도에 따른 견적 도와 드립니다.,에스이v,5000.0,5.0,기타,24,"['노트북', '용도', '견적']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1761,4720.0,쿠팡파트너스 글 생성기,코딩전문가분석전문가,250000.0,5.0,기타,2,"['쿠팡파트너스', '글', '생성기']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1774,4738.0,아이디어를 제품으로 구현해 드립니다.,맑은가을비1748,600000.0,3.7,기타,8,"[""'아이디어'"", ""'제품'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1795,4776.0,파이썬 코드 리뷰 및 오류 수정 해드립니다.,franco657,20000.0,5.0,프로그래밍,24,"['파이썬', '코드', '리뷰', '오류', '수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1796,4777.0,자바 코드리뷰 및 오류 수정 해드립니다.,franco657,20000.0,5.0,기타,9,"['주요 명사: 자바', '코드리뷰', '오류', '수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1802,4794.0,웹페이지 상단의 파비콘.ico 제작해드립니다.,최데브,9000.0,5.0,홈페이지,65,"['웹페이지', '상단', '파비콘', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1804,4797.0,웹 포트폴리오 제작 도와 드립니다.,10년차웹개발자,10000.0,5.0,홈페이지,12,"['웹', '포트폴리오', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1808,4804.0,전문 디자이너와 협업으로 고퀄리티 사이트 제작해드립니다,소이웹,150000.0,5.0,프로그래밍,7,"[""'전문 디자이너'"", ""'협업'"", ""'고퀄리티'"", ""'사이트'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1812,4810.0,귀사의 사이트를 전세계에 알리세요. 영문전용,알버트코치,100000.0,5.0,기타,15,['1. 귀사\n2. 사이트\n3. 전세계\n4. 영문전용'],기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1817,4815.0,REST API 구축,뚱땍이,50000.0,5.0,기타,17,"['REST API', '구축']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1818,4816.0,디스코드 봇 주문제작 드립니다.,기르가즈,6000.0,5.0,프로그래밍,1,"['디스코드', '봇', '주문제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1822,4821.0,React Native 기반 어플리케이션 제작해 드립니다.,TundraDev,5000000.0,5.0,프로그래밍,2,"[""'React Native'"", ""'어플리케이션'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1842,4846.0,급여명세서 자동작성 과 이메일 자동발송을 도와드립니다.,미스크롤리,25000.0,5.0,기타,3,"['급여명세서', '이메일']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1855,4859.0,고객 맞춤 랜딩페이지 만들어 드립니다.,주식회사이더블케이,550000.0,5.0,기타,4,"['고객', '랜딩페이지']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1863,4871.0,나의 분신 봇 Bot을 만들어 드립니다.,BotMaker,600000.0,5.0,기타,62,"['주요 명사: 분신', '봇', 'Bot']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1876,4886.0,"PHP, HTML 기능 추가 및 수정해 드립니다.",청춘컴퓨터,5000.0,5.0,홈페이지,8,"['주요 명사: PHP', 'HTML', '기능', '수정']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1877,4887.0,태블로 대시보드 구축해 드립니다.,시각화마스터,500000.0,5.0,기타,4,"[""'태블로'"", ""'대시보드'"", ""'구축'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1879,4889.0,아임웹 하단에 위로 바로 올라가는 버튼 만들어 드립니다.,공명법사,33000.0,5.0,홈페이지,286,"['주요 명사: 아임웹', '하단', '버튼']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884,4895.0,엑셀 함수 고민하지 마시고 연락주세요 해결해 드립니다,Excelerated데이터솔루션,10000.0,5.0,데이터,7,"['엑셀', '함수', '고민', '연락', '해결']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1889,4903.0,"3초""안에 시선을 사로잡는랜딩페이지를 제작합니다",웹핏,500000.0,5.0,프로그래밍,1,"[""'시선'"", ""'랜딩페이지'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1893,4912.0,OPENWRT 관련 프로젝트 도와 드립니다.,무선통신,300000.0,5.0,기타,6,"[""'OPENWRT'"", ""'프로젝트'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1900,4920.0,"외부장치RC카, 로봇팔 등 연동해 드립니다.",코어2코어,400000.0,4.7,프로그래밍,129,"['외부장치', 'RC카', '로봇팔', '연동']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1901,4921.0,"이러닝 컨텐츠, html5, javascript",낭만청년,100000.0,5.0,기타,49,"['이러닝', '컨텐츠', 'html5', 'javascript']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1914,4942.0,빠르고 완벽한 코드로 작업해 드립니다.,방구석인싸,20000.0,5.0,기타,4,"[""'코드'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1917,4946.0,전자회로설계 시작과 끝을 해 드립니다.,개발나라,500000.0,5.0,기타,11,"['전자회로설계', '시작', '끝']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1925,4959.0,이건 될 것 같다 라고 생각이 든다면 되는 겁니다.,JumpUpSuperStar,20000.0,5.0,기타,2,"[""'이건 될 것 같다 라고 생각이 든다면 되는 겁니다.' 문장에서 추출한 주요 명사는 다음과 같습니다:\n\n- 생각\n-""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1932,4968.0,자동 메일링 및 자동 스케쥴링 셋팅,노코드햄스터,25000.0,5.0,기타,1,"[""'자동 메일링'"", ""'자동 스케쥴링'"", ""'셋팅'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1937,4973.0,필요한 백엔드 API 구현해 드립니다.,Flrea,200000.0,5.0,기타,9,"[""'백엔드'"", ""'API'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1941,4977.0,IT QA Adhoc Test 또는 결과검증서 드립니다.,김줭,50000.0,5.0,기타,20,"['주요 명사: IT', 'QA', 'Adhoc Test', '결과검증서']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1951,4991.0,"웹 페이지 제작 HTML, CSS, JavaScript",시크한너구리3850,20000.0,5.0,홈페이지,56,"['웹 페이지', '제작', 'HTML', 'CSS', 'JavaScript']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1959,5000.0,단기채용 및프리랜서를 찾아 드립니다.,크몽,1000000.0,5.0,기타,8,"[""'단기채용'"", ""'프리랜서'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1961,5002.0,맞춤 Testcase 제작 해드립니다 국문/영문,박찌니,150000.0,5.0,프로그래밍,2,"['주요 명사: Testcase', '국문', '영문']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1962,5003.0,이러닝 교육 콘텐츠 제작해 드립니다.,상상콘텐츠,100000.0,5.0,프로그래밍,10,"['이러닝', '교육', '콘텐츠']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1967,5008.0,"EPUB 전자책 EPUB3,장애인접근성을 제작해 드립니다.",speeno,300000.0,4.3,프로그래밍,157,"['주요 명사: EPUB', '전자책', 'EPUB3', '장애인접근성']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1974,5016.0,유머 커뮤니티 제작해 드립니다.,예스맨,980000.0,5.0,프로그래밍,38,"[""'유머'"", ""'커뮤니티'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
