,Title,Content
68,"대구은행-하이투자증권, 복합점포 ‘디그니티 여의도센터’ 오픈","  대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 DIGNITY 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩 4층에 위치한다. DIGNITY 여의도센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지 영업을 확대하고, 다양하고 전문화된...  "
69,"대구은행, ‘사랑의 김장 나눔’ 실시",  대한적시자와 협력해 지역 취약계층 14년째 지원 김장 9900kg은 취약계층 990세대에 10kg씩 전달 “준비한 김장으로 따뜻한 겨울을 보내시길 바란다” [한국금융신문 임지윤 기자] DGB대구은행(은행장 임성훈)은 7일 대한적십자사 대구지사 별관에서 지역 취약계층의 따뜻한 겨울나기를 위한 ‘2021 사랑의 김장...  
70,"대구은행 경산영업부-국제단조, 경산시에 성금 1000만원 기탁","  대구은행 경산영업부(부장 윤수왕)에서 지난 21일 경산시청을 방문해 매서운 한파로 난방에 어려움을 겪고 있는 이웃들을 위해 성금 1000만 원을 기탁했다. 같은날 남산면 소재 ㈜국제단조(회장 김용우)에서도 경산시청을 방문해 희망2022 나눔캠페인 성금 1000만 원을 기탁했다. 최영조 경산시장은 ""어려운...  "
71,"DGB대구은행 BC카드, CU편의점 택배 무제한 할인 혜택 이벤트 실시",  내년 3월 31일까지…IM뱅크 앱 통해 참여 DGB대구은행은 연말을 맞아 DGB대구은행 BC카드 고객이 CU편의점 택배비를 결제할 경우 택배 운임 500원을 즉시 할인 해주는 이벤트를 제공한다고 10일 밝혔다. 이번 이벤트는 BGF네트웍스와 제휴해 DGB대구은행 BC카드(개인) 단독으로 실시한다. 내년 3월 31일까지...  
72,"신용보증기금-대구은행, 미래 유망 뉴딜산업 금융지원 업무협약","  신용보증기금과 대구은행이 2일 'ESG 경영 실천을 위한 미래 유망 뉴딜산업 금융지원 업무협약'을 맺었다. 이번 협약은 신보와 대구은행이 뉴딜 선도기업 등을 발굴‧지원해 지역의 미래 유망 뉴딜 산업을 육성하고, 지역균형 발전에 기여하기 위해 마련됐다. 협약에 따라 대구은행은 신보에 50억원을...  "
73,"임성훈 DGB대구은행장, 25년 대구은행 발자취...지역민 사랑 경영이념 큰...",  임성훈 DGB대구은행장과 '향토와 문화' 전시(사진제공=DGB대구은행) DGB대구은행(임성훈 은행장)은 누구나 다 아는 바와 같이 대구경북을 기반으로 성장한 종합금융그룹이다. DGB금융그룹은 활발한 사회공헌과 지역경제의 활성화에 큰 역할을 해오고 있다. 이번에 임성훈 DGB대구은행장은 25년간...  
74,"신용보증기금, 대구은행과 뉴딜산업 위한 업무협약",  ▲ 윤대희 신용보증기금 이사장(왼쪽)과 임성훈 대구은행 은행장(오른쪽)이 기념촬영을 하고 있다. 사진=신용보증기금 신용보증기금(이하 신보)은 대구은행과 2일 대구은행 본점에서 'ESG 경영 실천을 위한 미래 유망 뉴딜산업 금융지원 업무협약'을 체결했다. 이번 협약은 신보와 대구은행이 뉴딜 선도기업...  
75,"DGB대구은행, 국가고객만족도(NCSI) 지방은행 1위 기업 선정",  DGB대구은행은 한국생산성본부가 주관하는 21년 국가고객만족도(NCSI) 조사에서 지방은행 1위 기업으로 선정됐다고 9일 밝혔다. 국가고객만족도(NCSI)는 한국생산성본부와 미국 미시간 대학이 공동 개발한 고객만족 측정 지표로 미국고객만족도(ACSI)와 동일한 측정 방법을 이용해 대표성과 신뢰성을...  
76,"TBC)DGB대구은행, 향토와 문화 100호 발간 기념식","  DGB대구은행이 사외보인 '향토와 문화' 100호 발간 기념식을 가졌습니다. 향토와 문화는 지역의 역사와 문화를 알리고 계승하기 위해 1996년 3월 창간한 계간 사외보로 지난 10월 100호를 발간했습니다. 100호는 '근현대 도시경'이란 주제로 달성공원과 시장, 대구읍성 등 주요 장소들을 중심으로 대구가...  "
77,"경북도, 대구시, 대구은행과 손잡고 소상공인 지원 나서",  경북도는 8일 대구시와 대구은행과 함께 소상공인 및 자영업자의 경쟁력 강화를 위한 상생협약을 DGB대구은행 본점에서 맺었다. 코로나19로 어려움을 겪고 있는 대구·경북지역 소상공인 및 자영업자의 경쟁력 강화와 매출 활성화를 위해서다. 이번 협약은 최근 ‘오미크론’ 변이로 현행 위드 코로나 체계가...  
78,"경북도-대구시-대구은행, 소상공인 지원 '한뜻'","  경북도는 8일 대구시, DGB대구은행과 대구·경북지역 소상공인 및 자영업자의 경쟁력 강화와 매출 활성화를 위한 상생 업무협약을 체결했다.사진=경북도 제공 경북도는 대구시, DGB대구은행과 코로나19로 어려움을 겪는 대구·경북지역 소상공인 및 자영업자의 경쟁력 강화와 매출 활성화를 위해 8일 상생...  "
79,"대구시·경북도·대구은행, 소상공인 지원 위해 맞손","  대구시와 경북도, DGB대구은행(이하 대구은행)이 '코로나19'로 매출감소와 경영악화 등 많은 어려움을 겪고 있는 지역 소상공인·자영업들을 지원하기 위해 손을 맞잡는다. 7일 이들 기관에 따르면 오는 8일 오전 11시 50분 대구은행 본점에서 권영진 대구시장, 이철우 경북지사, 임성훈 대구은행장이 참석한...  "
80,"DGB대구은행, 마이데이터 기반 개인자산관리 서비스 오픈",  사업자 선정 후 5개월간 준비…편의성·접근성↑ DGB대구은행은 마이데이터 기반 개인자산관리 서비스를 실시한다고 2일 밝혔다. 마이데이터는 통합된 금융데이터를 확보·축적해 종합적으로 활용하는 개념이다. 정보 주체인 고객이 동의하면 모든 금융기관에 분산돼 있는 개인정보를 하나의 마이데이터...  
81,"DGB대구은행-하이투자증권, 복합점포 'DIGNITY 여의도센터' 오픈","  DGB대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 DIGNITY 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩 4층에 위치한다. DIGNITY 여의도센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지 영업을 확대하고, 다양하고...  "
82,"DGB대구은행·대구시·경북도, 소상공인 활성화 `맞손`","  DGB대구은행·대구시·경북도가 8일 수성동 DGB대구은행 본점에서 코로나 극복 및 대구·경북지역 소상공인 활성화를 위한 3자 업무협약을 맺었다.이 협약은 민관 상생협력을 기반으로 코로나19로 어려움을 겪고 있는 대구경북 소상공인 및 자영업자를 체계적으로 지원, 소상공인 경제 활성화에 기여하기 위해...  "
83,"대구·경북, 대구은행 지역 상생 업무협약","  대구시와 경북도, 대구은행이 '코로나 극복 지역 상생 협력 구축을 위한 업무 협약'을 하고 코로나 사태로 어려움을 겪고 있는 소상공인 돕기에 나섭니다.이들 기관은 지역 소상공인과 자영업자를 대상으로 경영 컨설팅과 교육·훈련, 금융 지원, 홍보와 상품 개발 등을 지원합니다.대구은행은 대구시와 경북도에...  "
84,"DGB대구은행 BC카드, CU편의점 택배 무제한 500원 할인","  DGB대구은행은 택배 이용이 증가하는 연말 시즌을 맞아 DGB대구은행 BC카드 고객이 CU편의점 택배비 할인 이벤트를 진행한다. 10일 DGB대구은행 관계자에 따르면 택배 운임 500원을 즉시 할인해 주는 것이 이벤트의 골자로, BGF네트웍스와 제휴해 DGB대구은행BC카드(개인) 단독으로 진행하는 행사다....  "
85,"신용보증기금, 대구은행과 지역 미래 유망 뉴딜산업을 위한 업무협약 체...",  윤대희 신용보증기금 이사장(왼쪽)과 임성훈 대구은행 은행장(오른쪽)이 2일 대구은행 본점에서 개최된 'ESG 경영 실천을 위한 미래 유망 뉴딜산업 금융지원 업무협약식'에 참석해 기념촬영을 하고 있다. 신용보증기금(이사장 윤대희)은 대구은행(은행장 임성훈)과 2일 대구은행 본점에서 'ESG 경영 실천을 위한...  
86,"DGB대구은행 BC카드, CU편의점 택배 500원 할인 무제한 제공","  DGB대구은행이 BC카드로 CU편의점 택배를 결제하면 이용요금을 할인해 준다 DGB대구은행은 ""DGB대구은행 BC카드 고객이 CU편의점 택배비를 결제할 때 택배 운임 500원을 즉시 할인하는 이벤트를 진행한다""고 10일 밝혔다. DGB대구은행은 대구은행 BC카드 고객이 CU편의점 택배비를 결제하면 택배...  "
87,"DGB대구은행, '마이데이터' 기반 개인자산관리 서비스 개시",  DGB대구은행이 '마이데이터' 기반 개인자산관리 서비스를 개시한다고 2일 밝혔다. 50여개 사가 마이데이터 사업에 뛰어든 가운데 대구은행은 차별화된 서비스와 경품 이벤트로 사용자 확보에 나설 방침이다. DGB대구은행은 지난 6월 마이데이터 사업자 예비허가 취득을 시작으로 준비 작업을 거쳐 지난 1일...  
88,"대구은행, 캄보디아 금융사고 '사기'가 '뇌물사건'된 배경은?","  대구은행은 신남방 전략 차원으로 캄보디아 진출을 추진했는데, 현지 법인 본점 건물을 매입하는 과정에서 불거진 사기사건이 뇌물사건으로 비화됐고, 김태오 회장이 피의자 신분으로 재판에 넘겨졌다. 대구은행은 캄보디아 현지 법인 사옥 건물을 매입하기 위해 브로커에게 계약금 132억원(1205만 달러)을...  "
89,"DGB대구은행, 국가고객만족도 지방은행 1위",  DGB대구은행은 한국생산성본부가 주관하는 21년 국가고객만족도(NCSI) 조사에서 지방은행 1위 기업으로 선정됐다. 국가고객만족도(NCSI)는 한국생산성본부와 미국 미시간 대학이 공동 개발한 고객만족 측정 지표로 미국고객만족도(ACSI)와 동일한 측정 방법을 이용해 대표성과 신뢰성을 인정받고 있다.이번...  
90,"대구은행 노조 ""김태오 회장, 거취 결정 내려라""","  대구은행 본점 전경 대구은행 노조가 국제뇌물방지법 위반 등의 혐의로 기소된 DGB금융지주 김태오 회장의 퇴진을 요구했습니다. 전국금융산업노동조합 대구은행지부는 오늘(7일) 발표한 성명을 통해 ""김태오 회장은 최고경영자로서의 책임이 무엇인지 명확히 인식하고, 조속한 시기에 거취에 대한 결정을...  "
91,"DGB대구은행, 지역 의료진 위해 연말 마스크 30만장 지원",  사진=대구은행 DGB대구은행은 연말을 맞이해 대구 관내에서 근무 중인 의료진들을 위한 '의료진 연말 마스크 지원' 전달식을 진행했다고 24일 밝혔다. 23일 수성동 본점에서 전달된 '의료진 연말 마스크 지원' 사업은 최근 오미크론의 확산으로 여전히 격무에 시달리며 일선에서 사투를 벌이는 의료진들을...  
92,"검찰, DGB대구은행 김태오 회장 등 4명 기소...국제뇌물방지법 위반 혐의",  캄보디아 현지법인 상업은행 인가 관련 로비자금을 현지 브로커에 전달한 혐의로 DGB대구은행 관계자들이 무더기로 재판에 넘겨졌다. 대구지검 반부패수사부(부장검사 김남훈)는 6일 국제상거래 외국 공무원에 대한 뇌물방지법 위반 등 혐의로 김태오 DGB금융지주 회장 등 임직원 4명을 불구속 기소했다....  
93,대구은행 BC카드 있으면 CU편의점 택배 무제한 할인,  사진= DGB대구은행 제공 DGB대구은행은 택배 이용이 증가하는 연말 시즌을 맞아 대구은행 BC카드 고객이 CU편의점 택배비를 결제할 경우 택배 운임 500원 즉시 할인 혜택을 제공하는 이벤트를 실시한다고 지난 10일 밝혔다. BGF네트웍스와 제휴해 대구은행BC카드(개인) 단독으로 실시하는 이번 행사는...  
94,"DGB대구은행 BC카드, CU편의점 택배 할인 이벤트",  오는 3월까지 4개월간 진행 [시장경제=양일국 기자] 사진=DGB대구은행 제공 DGB대구은행은 택배 이용이 증가하는 연말 시즌을 맞아 DGB대구은행 BC카드 고객이 CU편의점 택배비를 결제할 경우 택배 운임 500원을 즉시 할인 이벤트를 진행한다고 10일 밝혔다. BGF네트웍스와 제휴해 DGB대구은행 BC카드...  
95,경북도-대구시-DGB대구은행 소상공인 지원 팔걷어,"  경상북도는 대구시, DGB대구은행과 대구·경북지역 소상공인 및 자영업자의 코로나19 극복 지원에 팔을 걷어붙였다. 이들 3개 기관은 8일 코로나 19로 어려움을 겪는 지역 소상공인과 자영업자 지원을 위한 상생 업무협약을 체결했다. 이들 기관은 협약에서 △공공배달앱인""먹깨비""와 ""대구로""를 통한...  "
